Post_Date,Check,Description,Debit,Credit,Status,Balance,Classification
2021-04-06,,TYPE: BILLNG ID: 7300604847 CO: VANTIV_INTG_PYMT,178.74,,Posted,27494.24,Home
2021-04-05,2465,Check 2465,300,,Posted,27672.98,Check
2021-04-05,,TYPE: USATAXPYMT ID: 3387702000 CO: IRS,1993.75,,Posted,27972.98,Federal Tax
2021-04-05,,TYPE: USATAXPYMT ID: 3387702000 CO: IRS,1898.09,,Posted,29966.73,Federal Tax
2021-04-05,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,337,,Posted,31864.82,State Tax
2021-04-05,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,327,,Posted,32201.82,State Tax
2021-04-05,,TYPE: DEPOSIT ID: C592126793 CO: MERCHANT BANKCD,58.96,,Posted,32528.82,Uncategorized
2021-04-05,,TYPE: 8002338483 ID: 1043575881 CO: Affiliated SV9T,,3609.92,Posted,32587.78,Paycheck
2021-04-05,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,1765,Posted,28977.86,Income
2021-04-05,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,110,Posted,27212.86,Income
2021-04-01,,CALENDLY HTTPSCALENDLY GA Card 5089,15,,Posted,27102.86,Electronics &amp; Software
2021-04-01,,THE BOLD LOOK 305-687-8725 FL Date 03/31/21 24493981090207724100349 Card 5089,337.68,,Posted,27117.86,Uncategorized
2021-03-31,,Withdrawal Acct Svc Charge,10,,Posted,27455.54,Uncategorized
2021-03-31,,THE BOLD LOOK 305-687-8725 FL Date 03/30/21 24493981089207724000138 Card 5089,411.71,,Posted,27465.54,Uncategorized
2021-03-31,,TYPE: QUICKBOOKS ID: 1722616679 CO: INTUIT PAYROLL S,5497.42,,Posted,27877.25,Business Services
2021-03-30,,PINNACOL ASSURANCE 303-361-4000 CO Date 03/29/21 24270761088602385290042 Card 5089,528,,Posted,33374.67,Uncategorized
2021-03-29,,CORALTREE-QBOX 408-448-7269 CA Date 03/29/21 24492151088719417410798 Card 5089,12,,Posted,33902.67,Charity
2021-03-29,,CALENDLY HTTPSCALENDLY GA Date 03/28/21 24492151087637043953299 Card 5089,48,,Posted,33914.67,Electronics &amp; Software
2021-03-29,,CALENDLY HTTPSCALENDLY GA Date 03/28/21 24492151087637043881573 Card 5089,96,,Posted,33962.67,Electronics &amp; Software
2021-03-27,,ZOOM.US 888-799-9666 WWW.ZOOM.US CA Card 5089,32.53,,Posted,34058.67,Business Services
2021-03-26,,Audible*6V4UV0G03 Amzn.com/bill NJ Date 03/25/21 24692161085100789012159 Card 5089,16.22,,Posted,34091.2,Books
2021-03-24,,COMCAST CABLE COMM 800-COMCAST CO Card 5089,190.98,,Posted,34107.42,Utilities
2021-03-23,,TYPE: PAYMENT ID: CITICARDAP CO: CITI AUTOPAY,292.79,,Posted,34298.4,Credit Card Payment
2021-03-22,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,54.24,Posted,34591.19,Income
2021-03-21,,ABC*Anytime Fitness 888-8279262 CO Card 5089,32.3,,Posted,34536.95,Gym
2021-03-19,,CEN*CENTURY MA 800-626-2787 OK Date 03/19/21 24692161078100879639639 Card 5089,3.83,,Posted,34569.25,Shopping
2021-03-19,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,15.03,,Posted,34573.08,State Tax
2021-03-19,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,86.79,Posted,34588.11,Income
2021-03-18,,APPLE.COM/BILL 866-712-7753 CA Date 03/18/21 24692161077100936490951 Card 5089,14.99,,Posted,34501.32,Entertainment
2021-03-17,,TYPE: XCELENERGY ID: 5840296600 CO: XCEL ENERGY-PSCO,521.59,,Posted,34516.31,Utilities
2021-03-17,,TYPE: 8002338483 ID: 1043575881 CO: Affiliated SV9T,,6511.04,Posted,35037.9,Paycheck
2021-03-16,,KICKSITE 913-681-9949 KS Date 03/16/21 24055221075200832400289 Card 5089,149,,Posted,28526.86,Charity
2021-03-15,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,54.24,Posted,28675.86,Income
2021-03-14,,Spotify USA 877-7781161 NY Card 5089,10.84,,Posted,28621.62,Music
2021-03-13,,APPLE.COM/BILL 866-712-7753 CA Date 03/12/21 24692161072100204926707 Card 5089,24.97,,Posted,28632.46,Entertainment
2021-03-13,,ABC*Anytime Fitness 888-8279262 CO Card 5089,45,,Posted,28657.43,Gym
2021-03-12,,ASIAN WORLD OF MARTIAL AR 800-3452962 PA Date 03/12/21 24639231071900011700981 Card 5089,610.26,,Posted,28702.43,Food &amp; Dining
2021-03-12,,MORRELL PRINTING SOLUTION 303-6654210 CO Date 03/11/21 24559301070900011500207 Card 5089,27.95,,Posted,29312.69,Printing
2021-03-11,,CEN*CENTURY MA 800-626-2787 OK Date 03/11/21 24692161070100997859026 Card 5089,19.49,,Posted,29340.64,Shopping
2021-03-10,,SMORE.COM WWW.SMORE.COM PA Card 5089,29,,Posted,29360.13,Electronics &amp; Software
2021-03-10,,MORRELL PRINTING SOLUTION 303-6654210 CO Date 03/09/21 24559301068900011300057 Card 5089,73.23,,Posted,29389.13,Printing
2021-03-09,,TYPE: PURCHASE ID: 9000098054 CO: City of Lafayett,10.61,,Posted,29462.36,Utilities
2021-03-08,2463,Check 2463,1000,,Posted,29472.97,Check
2021-03-08,,DOLLAR TREE 555 W SOUTH BOULDER RD LAFAYETTE CO Card 5089,8.68,,Posted,30472.97,Shopping
2021-03-08,,TYPE: Rent ID: 116943300A CO: Amterre Lincoln,4776.8,,Posted,30481.65,Transfer
2021-03-05,,CEN*CENTURY MA 800-626-2787 OK Date 03/05/21 24692161064100773781012 Card 5089,3.83,,Posted,35258.45,Shopping
2021-03-05,,TYPE: BILLNG ID: 7300604847 CO: VANTIV_INTG_PYMT,287.59,,Posted,35262.28,Home
2021-03-04,,CEN*CENTURY MA 800-626-2787 OK Date 03/04/21 24692161063100011756611 Card 5089,5.85,,Posted,35549.87,Shopping
2021-03-02,,TYPE: QUICKBOOKS ID: 1722616679 CO: INTUIT PAYROLL S,6478.36,,Posted,35555.72,Business Services
2021-03-02,,TYPE: 8002338483 ID: 1043575881 CO: Affiliated SV9T,,2840.07,Posted,42034.08,Paycheck
2021-03-02,,PINNACOL ASSURANCE 303-361-4000 CO Date 03/01/21 24270761060602154401152 Card 5089,414,,Posted,39194.01,Uncategorized
2021-03-01,,CALENDLY HTTPSCALENDLY GA Date 02/28/21 24492151060637800260798 Card 5089,30,,Posted,39608.01,Electronics &amp; Software
2021-03-01,,CORALTREE-QBOX 408-448-7269 CA Date 03/01/21 24492151060715185699770 Card 5089,12,,Posted,39638.01,Charity
2021-03-01,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,3931.8,Posted,39650.01,Income
2021-02-28,,Withdrawal Acct Svc Charge,10,,Posted,35718.21,Uncategorized
2021-02-27,,CEN*CENTURY MA 800-626-2787 OK Date 02/27/21 24692161058100349057572 Card 5089,6.76,,Posted,35728.21,Shopping
2021-02-27,,ZOOM.US 888-799-9666 WWW.ZOOM.US CA Date 02/27/21 24011341058000013426735 Card 5089,32.53,,Posted,35734.97,Business Services
2021-02-26,,CEN*CENTURY MA 800-626-2787 OK Date 02/26/21 24692161057100284579920 Card 5089,5.86,,Posted,35767.5,Shopping
2021-02-25,,Audible*3274O8H33 Amzn.com/bill NJ Date 02/25/21 24692161056100829181571 Card 5089,16.22,,Posted,35773.36,Books
2021-02-25,,CEN*CENTURY MA 800-626-2787 OK Date 02/25/21 24692161056100570204390 Card 5089,2.93,,Posted,35789.58,Shopping
2021-02-24,,CEN*CENTURY MA 800-626-2787 OK Date 02/24/21 24692161055100863379892 Card 5089,16.2,,Posted,35792.51,Shopping
2021-02-24,,COMCAST CABLE COMM 800-COMCAST CO Card 5089,190.98,,Posted,35808.71,Utilities
2021-02-23,,CEN*CENTURY MA 800-626-2787 OK Date 02/23/21 24692161054100172074805 Card 5089,176.66,,Posted,35999.69,Shopping
2021-02-23,,TYPE: PAYMENT ID: CITICARDAP CO: CITI AUTOPAY,272.16,,Posted,36176.35,Credit Card Payment
2021-02-22,,TYPE: 6-BLP3500 ID: 1840837398 CO: COLORADO LOAN,,3500,Posted,36448.51,Transfer
2021-02-22,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,50,Posted,32948.51,Income
2021-02-22,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,49,Posted,32898.51,Income
2021-02-21,,ABC*Anytime Fitness 888-8279262 CO Card 5089,32.3,,Posted,32849.51,Gym
2021-02-19,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,5.33,,Posted,32881.81,State Tax
2021-02-18,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,49,Posted,32887.14,Income
2021-02-17,,TYPE: PURCHASE ID: 9000098054 CO: City of Lafayett,3.77,,Posted,32838.14,Utilities
2021-02-17,,TYPE: 8002338483 ID: 1043575881 CO: Affiliated SV9T,,6744.47,Posted,32841.91,Paycheck
2021-02-16,,KICKSITE 913-681-9949 KS Date 02/16/21 24055221047200832600321 Card 5089,149,,Posted,26097.44,Charity
2021-02-16,,TYPE: XCELENERGY ID: 5840296600 CO: XCEL ENERGY-PSCO,443.46,,Posted,26246.44,Utilities
2021-02-16,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,54.24,Posted,26689.9,Income
2021-02-14,,Spotify USA 877-7781161 NY Card 5089,10.84,,Posted,26635.66,Music
2021-02-14,,KING SOOPERS #0129 ERIE CO Date 02/13/21 24445001044300436901527 Card 5089,16.37,,Posted,26646.5,Groceries
2021-02-13,,CEN*CENTURY MA 800-626-2787 OK Date 02/13/21 24692161044100871613096 Card 5089,11.7,,Posted,26662.87,Shopping
2021-02-13,,ABC*Anytime Fitness 888-8279262 CO Card 5089,45,,Posted,26674.57,Gym
2021-02-11,2462,Check 2462,1200,,Posted,26719.57,Check
2021-02-11,,TYPE: CASH DISB ID: 5264438761 CO: KABBAGE DIRECT,,22876,Posted,27919.57,Paycheck
2021-02-10,,CEN*CENTURY MA 800-626-2787 OK Date 02/10/21 24692161041100470853559 Card 5089,26.94,,Posted,5043.57,Shopping
2021-02-10,,TYPE: Rent ID: 116943300A CO: Amterre Lincoln,2929.49,,Posted,5070.51,Transfer
2021-02-10,,DOLLAR TREE LAFAYETTE CO Date 02/09/21 24445001041000684135900 Card 5089,3.25,,Posted,8000,Shopping
2021-02-09,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,225,Posted,8003.25,Income
2021-02-08,,TYPE: BILLNG ID: 7300604847 CO: VANTIV_INTG_PYMT,223.45,,Posted,7778.25,Home
2021-02-08,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,108.48,Posted,8001.7,Income
2021-02-05,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,33.61,Posted,7893.22,Income
2021-02-03,,TYPE: PRM PYMT ID: 9437678001 CO: COLO UI ER SV,45.61,,Posted,7859.61,Uncategorized
2021-02-02,,TYPE: 8002338483 ID: 1043575881 CO: Affiliated SV9T,,3444.99,Posted,7905.22,Paycheck
2021-02-01,,TYPE: QUICKBOOKS ID: 1722616679 CO: INTUIT PAYROLL S,4718.61,,Posted,4460.23,Business Services
2021-02-01,,TYPE: USATAXPYMT ID: 3387702000 CO: IRS,175.63,,Posted,9178.84,Federal Tax
2021-02-01,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,98,Posted,9354.47,Income
2021-02-01,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,50,Posted,9256.47,Income
2021-02-01,,PINNACOL ASSURANCE 303-361-4000 CO Date 01/31/21 24270761031602056688019 Card 5089,414,,Posted,9206.47,Uncategorized
2021-01-31,,Withdrawal Acct Svc Charge,10,,Posted,9620.47,Uncategorized
2021-01-29,,CORALTREE-QBOX 408-448-7269 CA Date 01/29/21 24492151029745928415739 Card 5089,12,,Posted,9630.47,Charity
2021-01-28,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,49,Posted,9642.47,Income
2021-01-27,,CEN*CENTURY MA 800-626-2787 OK Date 01/27/21 24692161027100595406687 Card 5089,26.97,,Posted,9593.47,Shopping
2021-01-27,,ZOOM.US 888-799-9666 WWW.ZOOM.US CA Card 5089,32.53,,Posted,9620.44,Business Services
2021-01-25,,Audible*AR4F183O3 Amzn.com/bill NJ Date 01/25/21 24692161025100469265781 Card 5089,16.22,,Posted,9652.97,Books
2021-01-25,,TYPE: PAYMENT ID: CITICARDAP CO: CITI AUTOPAY,173.82,,Posted,9669.19,Credit Card Payment
2021-01-25,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,900,Posted,9843.01,Income
2021-01-24,,COMCAST CABLE COMM 800-COMCAST CO Card 5089,190.63,,Posted,8943.01,Utilities
2021-01-21,,ABC*Anytime Fitness 888-8279262 CO Card 5089,32.3,,Posted,9133.64,Gym
2021-01-20,,CEN*CENTURY MA 800-626-2787 OK Date 01/20/21 24692161020100859736883 Card 5089,2.93,,Posted,9165.94,Shopping
2021-01-20,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,2.34,,Posted,9168.87,State Tax
2021-01-20,,TYPE: 8002338483 ID: 1043575881 CO: Affiliated SV9T,,6935.88,Posted,9171.21,Paycheck
2021-01-19,,TYPE: PURCHASE ID: 9000098054 CO: City of Lafayett,1.66,,Posted,2235.33,Utilities
2021-01-16,,KICKSITE 913-681-9949 KS Date 01/16/21 24055221016200832600369 Card 5089,149,,Posted,2236.99,Charity
2021-01-15,,CEN*CENTURY MA 800-626-2787 OK Date 01/15/21 24692161015100467355289 Card 5089,8.78,,Posted,2385.99,Shopping
2021-01-15,,TYPE: USATAXPYMT ID: 3387702000 CO: IRS,2238.25,,Posted,2394.77,Federal Tax
2021-01-15,,TYPE: TaxPaymnt ID: T846000537 CO: Dept. of Revenue,379,,Posted,4633.02,State Tax
2021-01-15,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,49,Posted,5012.02,Income
2021-01-14,,Spotify USA 877-7781161 NY Card 5089,10.84,,Posted,4963.02,Music
2021-01-14,,TYPE: XCELENERGY ID: 5840296600 CO: XCEL ENERGY-PSCO,430.41,,Posted,4973.86,Utilities
2021-01-13,,CEN*CENTURY MA 800-626-2787 OK Date 01/13/21 24692161013100082701802 Card 5089,137.62,,Posted,5404.27,Shopping
2021-01-13,,ABC*Anytime Fitness 888-8279262 CO Card 5089,45,,Posted,5541.89,Gym
2021-01-11,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,450,Posted,5586.89,Income
2021-01-11,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,241.8,Posted,5136.89,Income
2021-01-07,,TYPE: COMB. DEP. ID: 7300604847 CO: 5/3 BANKCARD SYS,,35.79,Posted,4895.09,Income
2021-01-05,,TYPE: Rent ID: 116943300A CO: Amterre Lincoln,2877.5,,Posted,4859.3,Transfer
2021-01-05,,TYPE: BILLNG ID: 7300604847 CO: VANTIV_INTG_PYMT,403.58,,Posted,7736.8,Home
2021-01-05,,TYPE: 8002338483 ID: 1043575881 CO: Affiliated SV9T,,3772.09,Posted,8140.38,Paycheck
